,index,feature,absolute_error,filename
62,589,YOR054C_x47_-,0.0020499186896241854,YOR054C
63,1026,YAL028W_x16_a,0.0020416956724733965,YAL028W
64,569,YOR175C_x9_t,0.0020406894063657,YOR175C
65,963,YDR221W_x12_a,0.0020352343846511026,YDR221W
66,1989,YJL079C_x27_-,0.0020157182895771016,YJL079C
67,21,YMR303C_x0_-,0.002015449036335084,YMR303C
68,1206,YDR169C_x3_g,0.0019713343991559855,YDR169C
69,1979,YJL079C_x3_-,0.001969718219517366,YJL079C
70,2054,YBL037W_x19_t,0.0019685395270033572,YBL037W
71,1249,YDR430C_x15_c,0.0019635337393209404,YDR430C
72,24,YMR303C_x1_-,0.0019624234713940007,YMR303C
73,46,YIL063C_x0_a,0.0019526263936282728,YIL063C
74,2024,YKL023W_x9_t,0.0019108046493711483,YKL023W
75,1498,YBR115C_x24_g,0.0018762876064824367,YBR115C
76,25,YMR303C_x1_c,0.0018762142450369965,YMR303C
77,1367,YNR044W_x188_t,0.001865256911770851,YNR044W
78,1366,YNR044W_x188_c,0.0018352800376831,YNR044W
79,907,YBL104C_x5_c,0.0018221220706877864,YBL104C
80,1079,YKL074C_x9_c,0.0018166113237024714,YKL074C
81,597,YOR054C_x54_c,0.0018071042113574855,YOR054C
82,1954,YIR023W_x3_g,0.001803942880698378,YIR023W
83,774,YPL212C_x9_c,0.0017996805529573998,YPL212C
84,1706,YBL074C_x4_c,0.0017971314633578278,YBL074C
85,1219,YDR169C_x15_c,0.0017958213770033005,YDR169C
86,566,YOR175C_x8_c,0.0017925612799355734,YOR175C
87,1309,YKL146W_x16_c,0.0017910431924613977,YKL146W
88,1134,YGR015C_x8_c,0.0017844821561127514,YGR015C
89,1990,YJL079C_x27_c,0.0017778565738344346,YJL079C
90,591,YOR054C_x51_-,0.0017717781754969892,YOR054C
91,1369,YNR044W_x209_a,0.0017660035056692306,YNR044W
92,780,YLR452C_x3_c,0.0017621193446063991,YLR452C
93,1317,YKL146W_x49_c,0.0017440575899571153,YKL146W
94,1479,YPR008W_x15_c,0.00174012070749096,YPR008W
95,1699,YBL074C_x1_a,0.0017390462658282329,YBL074C
96,590,YOR054C_x47_a,0.0017339697879645707,YOR054C
97,2060,YMR102C_x2_g,0.0017317587503540555,YMR102C
98,562,YOR175C_x6_c,0.0016978886790333448,YOR175C
99,313,YOL148C_x8_c,0.0016961510368598738,YOL148C
100,1316,YKL146W_x47_t,0.001668488035778324,YKL146W
101,1471,YPR008W_x4_t,0.0016577928643377571,YPR008W
102,1540,YNL027W_x19_g,0.0016533342852533754,YNL027W
103,1622,YCR033W_x14_g,0.0016500638171961372,YCR033W
104,773,YPL212C_x9_a,0.0016249266390968822,YPL212C
105,1874,YKL112W_x10_c,0.0016169842526736007,YKL112W
106,134,YGL116W_x4_c,0.0015953212421589975,YGL116W
107,994,YPR112C_x20_g,0.0015929981252563907,YPR112C
108,1030,YAL028W_x18_a,0.001587277957807032,YAL028W
109,607,YNR012W_x0_c,0.001574198555805057,YNR012W
110,587,YOR054C_x39_c,0.001571882686930441,YOR054C
111,1537,YNL027W_x18_a,0.0015610177402033782,YNL027W
112,1538,YNL027W_x19_-,0.0015607194057857252,YNL027W
113,599,YOR054C_x69_-,0.0015591717080274978,YOR054C
114,2031,YKL023W_x34_a,0.0015560019692694525,YKL023W
115,182,YMR265C_x7_a,0.0015504481496199881,YMR265C
116,1695,YDR507C_x33_a,0.0015467752790949048,YDR507C
117,1027,YAL028W_x16_g,0.001540242860489699,YAL028W
118,1474,YPR008W_x5_g,0.0015382218297709397,YPR008W
119,1983,YJL079C_x5_-,0.0015368493335052471,YJL079C
120,1363,YNR044W_x87_g,0.0015337945821084244,YNR044W
121,1531,YNL027W_x13_-,0.0015324236197465037,YNL027W
122,1142,YDR503C_x1_g,0.001531958091873123,YDR503C
123,2053,YBL037W_x19_a,0.0015302526200311856,YBL037W
124,571,YOR175C_x10_t,0.0015220835307996796,YOR175C
125,79,YLR389C_x18_t,0.001519682998174385,YLR389C
126,309,YOL148C_x6_a,0.001517146009178806,YOL148C
127,310,YOL148C_x6_g,0.0015101981643125257,YOL148C
128,803,YKR097W_x6_c,0.0015022627373655437,YKR097W
129,1967,YIR023W_x34_g,0.0014974540558840691,YIR023W
130,1929,YCR100C_x3_t,0.0014957731622264494,YCR100C
131,1624,YCR033W_x15_t,0.0014902871476149178,YCR033W
132,1377,YNR044W_x255_c,0.0014774415868304414,YNR044W
133,611,YNR012W_x4_c,0.001474981306344442,YNR012W
134,2082,YBR228W_x1_g,0.001468576953455895,YBR228W
135,1174,YOL063C_x11_c,0.0014545966545823573,YOL063C
136,375,YEL030W_x13_c,0.0014508226598645394,YEL030W
137,273,YOR361C_x5_g,0.0014506104427294247,YOR361C
138,1971,YIR023W_x52_a,0.0014453329287525032,YIR023W
139,1475,YPR008W_x8_a,0.0014421533805124137,YPR008W
140,711,YHR203C_x1_t,0.0014372078320909602,YHR203C
141,1981,YJL079C_x4_-,0.0014371859672451881,YJL079C
142,699,YER122C_x6_g,0.0014321929364359688,YER122C
143,1441,YNL275W_x18_a,0.0014274526067222584,YNL275W
144,1891,YBR058C_x14_a,0.0014212849352122237,YBR058C
145,1542,YNL027W_x37_c,0.0014135999285119615,YNL027W
146,412,YPL207W_x5_g,0.0014014784148181846,YPL207W
147,225,YDR216W_x9_a,0.0013991171886342287,YDR216W
148,2023,YKL023W_x9_c,0.0013923966961134,YKL023W
149,1324,YKL146W_x57_t,0.0013917984972653542,YKL146W
150,854,YCR012W_x9_t,0.001390855033170667,YCR012W
151,478,YFL049W_x30_g,0.0013890383194941965,YFL049W
152,807,YKR097W_x10_c,0.0013681136701304021,YKR097W
153,1539,YNL027W_x19_a,0.0013675120994053353,YNL027W
154,1028,YAL028W_x17_c,0.0013663610452158458,YAL028W
155,1468,YPR008W_x1_c,0.0013623118934035392,YPR008W
156,1533,YNL027W_x13_g,0.0013575526847923124,YNL027W
157,950,YDR285W_x37_c,0.0013556501581621632,YDR285W
158,1875,YKL112W_x10_t,0.0013542774440020394,YKL112W
159,779,YLR452C_x3_a,0.0013428315504549766,YLR452C
160,1700,YBL074C_x1_c,0.0013397038775226887,YBL074C
161,885,YDR056C_x4_t,0.0013377460447553283,YDR056C
162,230,YDR216W_x19_t,0.001327221246892746,YDR216W
163,1031,YAL028W_x18_t,0.0013238790955047044,YAL028W
164,1738,YGL163C_x27_c,0.001321432595924772,YGL163C
165,29,YMR303C_x7_t,0.0013115000397879717,YMR303C
166,2004,YCL014W_x16_c,0.0013095951242217809,YCL014W
167,1442,YNL275W_x18_g,0.0013055233833687092,YNL275W
168,176,YLR460C_x27_t,0.0013035417512676085,YLR460C
169,2005,YCL014W_x24_a,0.001300864921855036,YCL014W
170,1972,YIR023W_x52_c,0.0013007250119732759,YIR023W
171,739,YLR289W_x3_c,0.001297192837712115,YLR289W
172,1896,YBR058C_x17_g,0.0012931497748623131,YBR058C
173,47,YIL063C_x0_g,0.0012706622662811953,YIL063C
174,76,YLR389C_x15_c,0.0012550890367614845,YLR389C
175,1220,YDR169C_x15_t,0.001248829745911564,YDR169C
176,1170,YOL063C_x9_c,0.0012488115128468193,YOL063C
177,1796,YGR153W_x7_t,0.0012424470542174266,YGR153W
178,951,YDR285W_x37_t,0.0012365745826634794,YDR285W
179,1507,YBR115C_x38_a,0.0012358450258174707,YBR115C
180,1201,YDR169C_x0_a,0.0012329007965358007,YDR169C
181,73,YLR389C_x11_g,0.001231859629957699,YLR389C
182,1427,YNL275W_x0_c,0.0012309301531717477,YNL275W
183,1894,YBR058C_x15_t,0.0012291604079055138,YBR058C
184,400,YOR090C_x20_t,0.0012280988952244024,YOR090C
185,1854,YBR029C_x7_c,0.0012190407357253429,YBR029C
186,401,YOR090C_x21_c,0.0012160039509731195,YOR090C
187,227,YDR216W_x11_c,0.0012125103865344464,YDR216W
188,1439,YNL275W_x14_c,0.001210033437813241,YNL275W
189,582,YOR054C_x24_-,0.0012065633065065442,YOR054C
190,405,YPL207W_x2_c,0.0012013734659199284,YPL207W
191,1050,YBR255W_x14_t,0.0011997724858669372,YBR255W
192,1748,YJL147C_x4_a,0.0011955345938514856,YJL147C
193,1661,YJR031C_x3_c,0.0011928524401385863,YJR031C
194,145,YGL116W_x11_g,0.0011924942389863098,YGL116W
195,1698,YBL074C_x0_t,0.0011871288242811134,YBL074C
196,1175,YOL063C_x11_g,0.0011840677282256818,YOL063C
197,1310,YKL146W_x16_g,0.0011823677459697477,YKL146W
198,1986,YJL079C_x23_-,0.0011792960443921534,YJL079C
199,266,YOR361C_x3_c,0.0011745951560744041,YOR361C
200,1250,YDR430C_x15_g,0.001173066596452988,YDR430C
201,956,YDR221W_x3_a,0.0011726614258574198,YDR221W
202,1023,YAL028W_x10_g,0.0011699071594743105,YAL028W
203,1478,YPR008W_x14_t,0.0011669786680859567,YPR008W
204,1535,YNL027W_x17_c,0.0011636655663513707,YNL027W
205,166,YLR460C_x12_m,0.001162810533077999,YLR460C
206,1827,YKL100C_x4_c,0.0011540221802981531,YKL100C
207,35,YMR303C_x9_y,0.0011507059230959746,YMR303C
208,32,YMR303C_x8_r,0.0011502646653299155,YMR303C
209,138,YGL116W_x6_c,0.001145679674801539,YGL116W
210,2012,YCL014W_x34_t,0.0011409411576679147,YCL014W
211,1355,YNR044W_x26_t,0.001140893615684627,YNR044W
212,1036,YAL028W_x20_t,0.001140470349938173,YAL028W
213,365,YEL030W_x2_c,0.0011351192246781279,YEL030W
214,570,YOR175C_x10_c,0.0011340522204048129,YOR175C
215,1707,YBL074C_x4_t,0.0011284426354211594,YBL074C
216,1660,YJR031C_x3_a,0.0011253476870930967,YJR031C
217,1543,YNL027W_x38_-,0.001122509379414463,YNL027W
218,1202,YDR169C_x0_g,0.0011195745472014594,YDR169C
219,1370,YNR044W_x209_c,0.001118767557955342,YNR044W
220,1194,YLR266C_x28_g,0.0011157380737336084,YLR266C
221,547,YJR155W_x5_t,0.0011149717461481998,YJR155W
222,959,YDR221W_x4_g,0.0011119144437498653,YDR221W
223,561,YOR175C_x5_t,0.0011104727999882158,YOR175C
224,12,YEL023C_x7_c,0.0011080292110554671,YEL023C
225,808,YKR097W_x10_t,0.001104211529280967,YKR097W
226,1332,YJL218W_x8_c,0.0011021634167174838,YJL218W
227,1781,YGR153W_x0_a,0.0010946750135393255,YGR153W
228,1333,YJL218W_x8_t,0.0010941412893036371,YJL218W
229,1855,YBR029C_x7_t,0.0010937457333962887,YBR029C
230,1534,YNL027W_x17_-,0.001089488409852927,YNL027W
231,1381,YNR044W_x273_c,0.0010893862050764393,YNR044W
232,30,YMR303C_x8_a,0.0010888063496783177,YMR303C
233,1988,YJL079C_x23_c,0.001087558540049397,YJL079C
234,128,YGL116W_x1_a,0.0010856988505505076,YGL116W
235,2110,YML117W_x21_a,0.001081862007487743,YML117W
236,1430,YNL275W_x1_t,0.0010773851174514526,YNL275W
237,1928,YCR100C_x3_a,0.001077360726133482,YCR100C
238,160,YLR460C_x7_y,0.0010678413062610696,YLR460C
239,736,YLR289W_x2_a,0.0010671545893772593,YLR289W
240,567,YOR175C_x8_t,0.0010607946123410584,YOR175C
241,445,YML002W_x2_a,0.0010568298923870503,YML002W
242,489,YOR009W_x5_a,0.0010558743924482584,YOR009W
243,477,YFL049W_x30_a,0.001055322127121278,YFL049W
244,1428,YNL275W_x0_g,0.0010536360815616595,YNL275W
245,66,YLR389C_x5_a,0.0010530399286198208,YLR389C
246,600,YOR054C_x69_a,0.0010516435306376153,YOR054C
247,638,YNL137C_x14_t,0.0010448046992603001,YNL137C
248,1690,YDR507C_x24_c,0.0010440848831155297,YDR507C
249,1544,YNL027W_x38_a,0.0010389547170678972,YNL027W
250,1358,YNR044W_x78_g,0.0010370055873193632,YNR044W
251,135,YGL116W_x4_t,0.0010361004308733315,YGL116W
252,1739,YGL163C_x27_t,0.0010319112938283422,YGL163C
253,584,YOR054C_x24_t,0.0010314842429969117,YOR054C
254,1955,YIR023W_x4_-,0.0010279137170495175,YIR023W
255,2016,YKL023W_x2_t,0.0010256059281316906,YKL023W
256,1312,YKL146W_x18_t,0.001025541646148391,YKL146W
257,706,YER122C_x10_c,0.0010248875449682707,YER122C
258,1628,YCR033W_x22_t,0.001023237194178337,YCR033W
259,669,YLR054C_x2_a,0.0010198656995100712,YLR054C
260,434,YDL017W_x5_g,0.001019705173871198,YDL017W
261,159,YLR460C_x7_t,0.0010192135475663735,YLR460C
262,853,YCR012W_x9_a,0.0010148829343173324,YCR012W
263,1937,YCR100C_x9_g,0.0010143205709766457,YCR100C
264,906,YBL104C_x5_a,0.0010103611702712285,YBL104C
265,1078,YKL074C_x9_a,0.0010103075302962284,YKL074C
266,1633,YCR033W_x31_t,0.0010102129124289645,YCR033W
267,1895,YBR058C_x17_a,0.0010094431856393262,YBR058C
268,157,YLR460C_x4_t,0.0010077342919538688,YLR460C
269,406,YPL207W_x2_g,0.001007521880776911,YPL207W
270,620,YNR012W_x8_g,0.0010052509299142,YNR012W
271,172,YLR460C_x26_a,0.001000230941981269,YLR460C
272,525,YGR191W_x11_t,0.000999466887294075,YGR191W
273,279,YOR361C_x8_t,0.0009985911733499946,YOR361C
274,1501,YBR115C_x26_g,0.0009972833830607223,YBR115C
275,1143,YDR503C_x1_t,0.0009948817584419238,YDR503C
276,643,YNL137C_x19_c,0.000994551925711328,YNL137C
277,1508,YBR115C_x38_g,0.0009937427894811124,YBR115C
278,232,YDR216W_x20_g,0.0009927558910468217,YDR216W
279,1128,YGR015C_x5_c,0.0009923338735965256,YGR015C
280,1364,YNR044W_x87_t,0.0009894044581676442,YNR044W
281,1794,YGR153W_x6_g,0.0009809013366133788,YGR153W
282,431,YDL017W_x4_c,0.0009804807741414592,YDL017W
283,1153,YDR503C_x6_t,0.000979628635904785,YDR503C
284,228,YDR216W_x11_t,0.000979474984976481,YDR216W
285,1296,YLR117C_x17_c,0.0009782111317032725,YLR117C
286,553,YJR155W_x8_t,0.0009734808206781457,YJR155W
287,1,YEL023C_x0_g,0.0009723550687066468,YEL023C
288,90,YLR247C_x12_a,0.0009702320178200228,YLR247C
289,155,YLR460C_x4_c,0.0009688986418923409,YLR460C
290,2014,YCL014W_x36_g,0.000968330852222665,YCL014W
291,1758,YJL147C_x9_a,0.000967218123050079,YJL147C
292,964,YDR221W_x12_g,0.0009662094623325468,YDR221W
293,1627,YCR033W_x22_c,0.0009637822843857404,YCR033W
294,366,YEL030W_x2_t,0.0009625444786938662,YEL030W
295,539,YJR155W_x2_c,0.0009609619354510479,YJR155W
296,598,YOR054C_x54_t,0.000957783626266693,YOR054C
297,173,YLR460C_x26_g,0.0009554142420928867,YLR460C
298,2030,YKL023W_x34_-,0.0009542951182813891,YKL023W
299,388,YOR090C_x3_t,0.000952694919703857,YOR090C
300,106,YBR111C_x0_c,0.0009518564469771387,YBR111C
301,2055,YBL037W_x23_a,0.0009484909574911334,YBL037W
302,2096,YBR228W_x8_t,0.0009465207307624184,YBR228W
303,625,YNR012W_x11_a,0.0009446382505997146,YNR012W
304,816,YPR013C_x0_g,0.0009432254083149404,YPR013C
305,1749,YJL147C_x4_g,0.0009429423435379383,YJL147C
306,100,YLR247C_x37_c,0.0009396514239647277,YLR247C
307,314,YOL148C_x8_t,0.0009364805422727223,YOL148C
308,1985,YJL079C_x5_c,0.000935057112948652,YJL079C
309,433,YDL017W_x5_c,0.0009332616057048084,YDL017W
310,1664,YJR031C_x16_g,0.000933089728075855,YJR031C
311,469,YFL049W_x9_c,0.0009320970188460145,YFL049W
312,932,YKL143W_x11_g,0.0009299226839940886,YKL143W
313,546,YJR155W_x5_a,0.0009274857684041202,YJR155W
314,1795,YGR153W_x7_c,0.0009265789227832099,YGR153W
315,1477,YPR008W_x14_a,0.0009225501638995254,YPR008W
316,1035,YAL028W_x20_g,0.0009175749257144237,YAL028W
317,1869,YKL112W_x4_t,0.0009175523857488026,YKL112W
318,666,YGR157W_x30_t,0.0009168421715411574,YGR157W
319,829,YPR013C_x9_a,0.0009167603149042206,YPR013C
320,1658,YJR031C_x2_c,0.0009159674023608604,YJR031C
321,318,YOL148C_x12_t,0.0009149500678973594,YOL148C
322,1247,YDR430C_x14_a,0.0009140209023091277,YDR430C
323,709,YHR203C_x0_a,0.000910472059855089,YHR203C
324,183,YMR265C_x7_g,0.0009099218047402141,YMR265C
325,1536,YNL027W_x18_-,0.0009074831027661183,YNL027W
326,603,YOR054C_x72_-,0.0009069639990400076,YOR054C
327,830,YPR013C_x9_g,0.0009066609866064217,YPR013C
328,939,YDR285W_x2_g,0.0009038128545769111,YDR285W
329,1033,YAL028W_x19_g,0.0009037844242703649,YAL028W
330,527,YGR191W_x12_c,0.0009018501812961393,YGR191W
331,1546,YNL027W_x39_a,0.0008970765151493532,YNL027W
332,729,YHR203C_x22_c,0.0008969441251279407,YHR203C
333,1102,YDR318W_x2_c,0.0008949364308447902,YDR318W
334,1297,YLR117C_x17_t,0.0008889257907615975,YLR117C
335,740,YLR289W_x3_t,0.0008872073988309577,YLR289W
336,1400,YKR004C_x11_t,0.0008863582961200925,YKR004C
337,2057,YBL037W_x24_c,0.0008847021304392522,YBL037W
338,991,YPR112C_x16_c,0.0008835878332985679,YPR112C
339,1697,YBL074C_x0_c,0.0008835478080984173,YBL074C
340,19,YEL023C_x15_c,0.0008834068721777212,YEL023C
341,1361,YNR044W_x87_-,0.0008833376989569364,YNR044W
342,622,YNR012W_x9_c,0.0008829833019297598,YNR012W
343,1323,YKL146W_x57_c,0.0008807907155029096,YKL146W
344,2058,YBL037W_x24_t,0.0008802341353794778,YBL037W
345,984,YPR112C_x7_g,0.0008782838655949941,YPR112C
346,564,YOR175C_x7_a,0.0008761221166435636,YOR175C
347,146,YLR460C_x2_a,0.0008759709021531731,YLR460C
348,450,YML002W_x4_g,0.0008719337671705626,YML002W
349,733,YLR289W_x0_t,0.0008712230719933224,YLR289W
350,1480,YPR008W_x15_t,0.0008711463990145726,YPR008W
351,234,YDR216W_x21_c,0.0008708367931414032,YDR216W
352,231,YDR216W_x20_a,0.0008704604618227383,YDR216W
353,863,YBL004W_x17_a,0.0008700632624177669,YBL004W
354,1830,YKL100C_x5_c,0.0008686273341348231,YKL100C
355,1286,YLR117C_x4_t,0.0008645739293119389,YLR117C
356,756,YPL212C_x0_g,0.0008620823184011078,YPL212C
357,1470,YPR008W_x4_g,0.0008618510433350312,YPR008W
358,1049,YBR255W_x14_c,0.0008605878428038492,YBR255W
359,57,YIL063C_x6_t,0.0008598601967430076,YIL063C
360,1218,YDR169C_x13_g,0.0008564581257491141,YDR169C
361,1086,YAL036C_x4_a,0.0008534798913783393,YAL036C
362,208,YNL212W_x7_t,0.0008531267469555342,YNL212W
363,594,YOR054C_x51_t,0.0008482712241356323,YOR054C
364,1399,YKR004C_x11_c,0.0008478865059192332,YKR004C
365,1803,YBR110W_x2_c,0.0008451335099897035,YBR110W
366,102,YLR247C_x38_a,0.0008442119148138153,YLR247C
367,398,YOR090C_x17_g,0.0008441204497042555,YOR090C
368,77,YLR389C_x15_t,0.0008421404831058186,YLR389C
369,540,YJR155W_x2_t,0.0008395838291650223,YJR155W
370,681,YLR054C_x14_g,0.0008389520651416417,YLR054C
371,491,YOR009W_x5_t,0.000834777002995832,YOR009W
372,1360,YNR044W_x78_t,0.000833201568062498,YNR044W
373,826,YPR013C_x6_t,0.0008322443200473419,YPR013C
374,475,YFL049W_x26_c,0.0008316633251698152,YFL049W
375,730,YHR203C_x22_t,0.0008308339356662032,YHR203C
376,1836,YKL100C_x10_a,0.0008307441410812302,YKL100C
377,1834,YKL100C_x8_c,0.0008305162552701375,YKL100C
378,648,YGR157W_x2_t,0.0008291729263559992,YGR157W
379,626,YNR012W_x11_g,0.0008273768819338715,YNR012W
380,757,YPL212C_x1_c,0.0008272962008109229,YPL212C
381,542,YJR155W_x3_a,0.0008268091238796911,YJR155W
382,2021,YKL023W_x8_c,0.0008246401998564473,YKL023W
383,1970,YIR023W_x36_t,0.0008204612947210956,YIR023W
384,1075,YKL074C_x7_t,0.0008190273580715111,YKL074C
385,501,YOR009W_x46_c,0.0008168706088341503,YOR009W
386,2059,YMR102C_x2_a,0.0008157954103614455,YMR102C
387,48,YIL063C_x2_c,0.0008132853146570529,YIL063C
388,575,YOR175C_x13_t,0.0008127916514018988,YOR175C
389,1267,YGR173W_x2_a,0.0008126481802882413,YGR173W
390,1285,YLR117C_x4_c,0.0008095742025205333,YLR117C
391,637,YNL137C_x14_a,0.0008090145378256578,YNL137C
392,2022,YKL023W_x8_t,0.000805445817747729,YKL023W
393,1087,YAL036C_x4_g,0.000804442949813581,YAL036C
394,1223,YMR237W_x4_a,0.0008001511443033188,YMR237W
395,2085,YBR228W_x3_c,0.0007997128061906921,YBR228W
396,1197,YLR266C_x30_a,0.0007984708977170003,YLR266C
397,1284,YLR117C_x3_g,0.0007977106313488617,YLR117C
398,919,YKL143W_x3_t,0.0007958902665295791,YKL143W
399,859,YBL004W_x9_c,0.0007957748408053329,YBL004W
400,1187,YLR266C_x11_c,0.0007955163845028665,YLR266C
401,583,YOR054C_x24_c,0.0007933818074482575,YOR054C
402,952,YDR285W_x39_a,0.0007916472325174915,YDR285W
403,1022,YAL028W_x10_a,0.000790858121870486,YAL028W
404,27,YMR303C_x7_g,0.0007908076562421353,YMR303C
405,1742,YJL147C_x1_a,0.0007873569951295052,YJL147C
406,376,YEL030W_x13_t,0.0007862335340968898,YEL030W
407,1893,YBR058C_x15_c,0.0007857075477076261,YBR058C
408,473,YFL049W_x21_a,0.0007842500724085807,YFL049W
409,1461,YGR047C_x15_g,0.0007827797588095538,YGR047C
410,1691,YDR507C_x24_t,0.0007823944578546854,YDR507C
411,621,YNR012W_x9_a,0.000781157929639492,YNR012W
412,1646,YPR081C_x5_a,0.0007811518130027382,YPR081C
413,1884,YBR058C_x2_g,0.0007774553695906038,YBR058C
414,1675,YJR031C_x29_t,0.0007774028564062896,YJR031C
415,1315,YKL146W_x47_c,0.0007763741462452821,YKL146W
416,894,YDR056C_x9_c,0.0007745806114344487,YDR056C
417,732,YLR289W_x0_c,0.0007743098497271235,YLR289W
418,875,YBL004W_x37_g,0.0007733101852153198,YBL004W
419,492,YOR009W_x5_y,0.0007732841222709005,YOR009W
420,529,YGR191W_x14_c,0.0007726432693595038,YGR191W
421,1886,YBR058C_x8_g,0.0007716692601359045,YBR058C
422,1733,YGL163C_x20_c,0.0007695314462212644,YGL163C
423,1704,YBL074C_x3_a,0.0007679686546753748,YBL074C
424,149,YLR460C_x2_t,0.0007661348418728909,YLR460C
425,72,YLR389C_x11_a,0.000765972396613126,YLR389C
426,1062,YKL074C_x1_c,0.0007653938758217527,YKL074C
427,1374,YNR044W_x232_c,0.0007653238088720968,YNR044W
428,1848,YBR029C_x4_a,0.000764402060073504,YBR029C
429,1321,YKL146W_x56_g,0.0007632156191312775,YKL146W
430,1673,YJR031C_x28_g,0.0007632018431777088,YJR031C
431,1384,YNR044W_x276_g,0.0007621965765415511,YNR044W
432,1382,YNR044W_x273_t,0.0007606127772502148,YNR044W
433,1969,YIR023W_x36_c,0.0007604112041452586,YIR023W
434,28,YMR303C_x7_k,0.0007601867713040252,YMR303C
435,1017,YKL171W_x30_t,0.0007590404233323258,YKL171W
436,2056,YBL037W_x23_t,0.0007569971400801305,YBL037W
437,1435,YNL275W_x8_c,0.0007566364477697377,YNL275W
438,1434,YNL275W_x6_g,0.0007566005191962312,YNL275W
439,447,YML002W_x3_a,0.0007563847576074951,YML002W
440,1241,YDR430C_x1_a,0.0007562337592175525,YDR430C
441,1780,YBL088C_x69_g,0.0007538082511614644,YBL088C
442,1135,YGR015C_x8_g,0.0007531812398579587,YGR015C
443,925,YKL143W_x6_g,0.0007524209113881976,YKL143W
444,1696,YDR507C_x33_g,0.0007511225310162962,YDR507C
445,1447,YNL275W_x23_g,0.0007501969252418553,YNL275W
